epoch,step,train_loss,val_loss
0,49,1.4499746811916283,
0,99,1.3412147289005527,
0,149,1.4261922373111018,
0,152,,1.3555836417588667
1,199,1.2849473173927222,
1,249,1.272350734993388,
1,299,1.4625801944004873,
1,305,,1.3518139766028667
2,349,1.2768314891445687,
2,399,1.4061831488180025,
2,449,1.3218558666495688,
2,458,,1.3501922298723703
3,499,1.3434620879015318,
3,549,1.389442874484002,
3,599,1.2688036358738002,
3,611,,1.3513884560563405
4,649,1.328283919802585,
4,699,1.3374766275461507,
4,749,1.3089052177072926,
4,764,,1.3486244254479618
5,799,1.3138066196051272,
5,849,1.2374101287757129,
5,899,1.310191016672334,
5,917,,1.3483285204948048
6,949,1.4303103161729216,
6,999,1.2786894854254036,
6,1049,1.3513412872947712,
6,1070,,1.3486569779933462
