epoch,step,train_loss,val_loss
0,49,0.09055090703635285,
0,99,0.08741868333972351,
0,141,,0.08414159059613122
1,149,0.08532369364575029,
1,199,0.08420226254287502,
1,249,0.08566251260857445,
1,283,,0.08375938059481904
2,299,0.08297283606880493,
2,349,0.08386538435346419,
2,399,0.08579477693794406,
2,425,,0.08357830920981346
3,449,0.08289040382629984,
3,499,0.0829124725096911,
3,549,0.08214356599592677,
3,567,,0.08375234526779829
4,599,0.08054723800353064,
4,649,0.08270348192124626,
4,699,0.08417583540610887,
4,709,,0.08364216902057692
5,749,0.08182191856644035,
5,799,0.0771475381759733,
5,849,0.08486884111078413,
5,851,,0.0837038724351394
6,899,0.08666155624441335,
6,949,0.08250696157381447,
6,993,,0.08366738041135954
